title,rank,date,artist,trend
Моя голова винтом (My head is spinning like a screw),23,3/27/2021,kostromin,MOVE_UP
Lut Gaye,24,3/27/2021,"Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi",SAME_POSITION
Stand Up (From Harriet),25,3/27/2021,Cynthia Erivo,MOVE_DOWN
Yours,26,3/27/2021,"Raiden, CHANYEOL, LeeHi, CHANGMO",SAME_POSITION
Ella No Es Tuya - Remix,27,3/27/2021,"Rochy RD, Myke Towers, Nicki Nicole",SAME_POSITION
Uzaklara Savrulalım,28,3/27/2021,"Perdenin Ardındakiler, Mark Eliyahu",MOVE_UP
Mi manchi,29,3/27/2021,Aka 7even,MOVE_UP
Please Don't Go,30,3/27/2021,Mike Posner,MOVE_DOWN
Knock Knock,31,3/27/2021,SoFaygo,MOVE_UP
Rasputin,32,3/27/2021,"Majestic, Boney M.",MOVE_UP
Boku no Sensou,33,3/27/2021,Shinsei Kamattechan,MOVE_DOWN
"Chitti (From ""Jathi Ratnalu"")",34,3/27/2021,"Ram Miriyala, Radhan",MOVE_DOWN
Kota,35,3/27/2021,Dere,MOVE_DOWN
Slumber Party (feat. Princess Nokia),36,3/27/2021,Ashnikko,MOVE_DOWN
Arcade,37,3/27/2021,Duncan Laurence,MOVE_DOWN
Belum Siap Kehilangan,38,3/27/2021,Stevan Pasaribu,MOVE_DOWN
CHICKEN TENDIES,39,3/27/2021,Clinton Kane,SAME_POSITION
Latest Trends,40,3/27/2021,A1 x J1,MOVE_UP
"Amarelo, azul e branco",41,3/27/2021,"ANAVITÓRIA, Rita Lee",MOVE_UP
Wellerman - Sea Shanty,42,3/27/2021,Nathan Evans,MOVE_DOWN
Flamenco y Bachata,43,3/27/2021,Daviles de Novelda,NEW_ENTRY
Saturno,44,3/27/2021,"BIN, Mainstreet, Ajaxx",SAME_POSITION
Tomboy,45,3/27/2021,Destiny Rogers,MOVE_DOWN
Behöver inte dig idag,46,3/27/2021,Clara Klingenström,SAME_POSITION
Commitment Issues,47,3/27/2021,Central Cee,SAME_POSITION
Runaway,48,3/27/2021,AURORA,NEW_ENTRY
Tu Aake Dekhle,49,3/27/2021,King,NEW_ENTRY
Baby Me Atende,50,3/27/2021,"Matheus Fernandes, Dilsinho",NEW_ENTRY
SHUM,1,5/25/2021,Go_A,SAME_POSITION
Castaways,2,5/25/2021,The Backyardigans,SAME_POSITION
ZITTI E BUONI,3,5/25/2021,Måneskin,MOVE_UP
PHONKY TOWN,4,5/25/2021,PlayaPhonk,MOVE_DOWN
Dark Side,5,5/25/2021,Blind Channel,SAME_POSITION
Tout l'univers,6,5/25/2021,Gjon's Tears,SAME_POSITION
Voilà,7,5/25/2021,Barbara Pravi,SAME_POSITION
Mata Hari,8,5/25/2021,Efendi,MOVE_UP
Dick (feat. Doja Cat),9,5/25/2021,StarBoi3,MOVE_DOWN
I WANNA BE YOUR SLAVE,10,5/25/2021,Måneskin,MOVE_UP
Discoteque,11,5/25/2021,THE ROOP,MOVE_UP
El Diablo,12,5/25/2021,Elena Tsagrinou,MOVE_DOWN
Je me casse,13,5/25/2021,Destiny,MOVE_DOWN
#BrooklynBloodPop!,14,5/25/2021,SyKo,MOVE_DOWN
Love Is On My Side,15,5/25/2021,The Black Mamba,MOVE_DOWN
I Don't Feel Hate,16,5/25/2021,Jendrik,MOVE_UP
keepyousafe,17,5/25/2021,Yahya,MOVE_DOWN
"Body (Remix)",18,5/25/2021,"Tion Wayne, Russ Millions",MOVE_DOWN
10 Years,19,5/25/2021,Daði Freyr,MOVE_UP
RUSSIAN WOMAN,20,5/25/2021,Manizha,MOVE_DOWN
Poblado,21,5/25/2021,"Crissin, Totoy El Frio, Natan & Shander",SAME_POSITION
FEVER,22,5/25/2021,ENHYPEN,SAME_POSITION
Paraluman,23,5/25/2021,Adie,NEW_ENTRY
Embers,24,5/25/2021,James Newman,MOVE_DOWN
deja vu,25,5/25/2021,Olivia Rodrigo,SAME_POSITION
Don't (feat. RM),26,5/25/2021,eAeon,SAME_POSITION
double take,27,5/25/2021,dhruv,SAME_POSITION
Set Me Free,28,5/25/2021,Eden Alene,MOVE_DOWN
CORALINE,29,5/25/2021,Måneskin,MOVE_UP
Fallen Angel,30,5/25/2021,TIX,SAME_POSITION
Last Dance,31,5/25/2021,Stefania,MOVE_UP
Ain't Met Us Yet,32,5/25/2021,Matt Cooper,MOVE_DOWN
Tampa,33,5/25/2021,Cico P,MOVE_DOWN
Drunk-Dazed,34,5/25/2021,ENHYPEN,MOVE_DOWN
t r a n s p a r e n t s o u l feat. Travis Barker,35,5/25/2021,WILLOW,SAME_POSITION
growing up is getting old - Eurovision Version,36,5/25/2021,VICTORIA,MOVE_UP
Freaks,37,5/25/2021,Surf Curse,MOVE_DOWN
Kiss Me More (feat. SZA),38,5/25/2021,Doja Cat,MOVE_DOWN
Adrenalina,39,5/25/2021,"Senhit, Flo Rida",MOVE_DOWN
Voices,40,5/25/2021,Tusse,MOVE_UP
Love Tonight - Edit,41,5/25/2021,Shouse,MOVE_UP
Sugar,42,5/25/2021,Natalia Gordienko,NEW_ENTRY
Bipolar,43,5/25/2021,"Mc Davi, Mc Pedrinho, Mc Don Juan",MOVE_DOWN
The Wrong Place,44,5/25/2021,Hooverphonic,MOVE_DOWN
Venom,45,5/25/2021,Little Simz,SAME_POSITION
ASAP,46,5/25/2021,STAYC,SAME_POSITION
Botella Tras Botella,47,5/25/2021,"Gera MX, Christian Nodal",MOVE_DOWN
Na Ponta do Pé - Brega Funk,48,5/25/2021,Nadson O Ferinha,MOVE_UP
In the morning,49,5/25/2021,ITZY,MOVE_DOWN
Melawan Restu,50,5/25/2021,Mahalini,NEW_ENTRY
YKWIM?,1,3/28/2021,Yot Club,SAME_POSITION
Preta do Cabelo Cacheado,2,3/28/2021,"Th CDM, DG e Batidão Stronda",SAME_POSITION
telepatía,3,3/28/2021,Kali Uchis,SAME_POSITION
To the Bone,4,3/28/2021,Pamungkas,SAME_POSITION
Heartbreak Anniversary,5,3/28/2021,Giveon,MOVE_UP
Rollin',6,3/28/2021,Brave Girls,MOVE_DOWN
Iko Iko,7,3/28/2021,"Justin Wellington, Small Jam",SAME_POSITION
Astronaut In The Ocean,8,3/28/2021,Masked Wolf,MOVE_UP
SugarCrash!,9,3/28/2021,ElyOtto,MOVE_DOWN
Friday - Dopamine Re-Edit,10,3/28/2021,"Riton, Nightcrawlers",SAME_POSITION
Disco Arranhado - Funk Remix,11,3/28/2021,"Malu, DJ Lucas Beat",SAME_POSITION
Cloud 9,12,3/28/2021,Beach Bunny,MOVE_UP
Track Star,13,3/28/2021,Mooski,MOVE_DOWN
Fiel,14,3/28/2021,"Los Legendarios, Wisin, Jhay Cortez",SAME_POSITION
Marea (We’ve Lost Dancing),15,3/28/2021,"Fred again.., The Blessed Madonna",SAME_POSITION
La Llevo Al Cielo,16,3/28/2021,"Kallde ""El Rey Del Placer"", Chencho Corleone",MOVE_UP
Batom de Cereja - Ao Vivo,17,3/28/2021,Israel & Rodolffo,MOVE_DOWN
Sometimes (Backwood),18,3/28/2021,gigi,SAME_POSITION
Tokyo,19,3/28/2021,Leat'eq,SAME_POSITION
Cupid's Chokehold / Breakfast in America,20,3/28/2021,Gym Class Heroes,SAME_POSITION
Tapão Na Raba,21,3/28/2021,Raí Saia Rodada,SAME_POSITION
Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,22,3/28/2021,Nathan Evans,SAME_POSITION
Mi manchi,23,3/28/2021,Aka 7even,MOVE_UP
Моя голова винтом (My head is spinning like a screw),24,3/28/2021,kostromin,MOVE_DOWN
Lut Gaye,25,3/28/2021,"Jubin Nautiyal, Tanishk Bagchi, Nusrat Fateh Ali Khan, Emraan Hashmi",MOVE_DOWN
Yours,26,3/28/2021,"Raiden, CHANYEOL, LeeHi, CHANGMO",SAME_POSITION
Uzaklara Savrulalım,27,3/28/2021,"Perdenin Ardındakiler, Mark Eliyahu",MOVE_UP
Ella No Es Tuya - Remix,28,3/28/2021,"Rochy RD, Myke Towers, Nicki Nicole",MOVE_DOWN
Rasputin,29,3/28/2021,"Majestic, Boney M.",MOVE_UP
Stand Up (From Harriet),30,3/28/2021,Cynthia Erivo,MOVE_DOWN
Boku no Sensou,31,3/28/2021,Shinsei Kamattechan,MOVE_UP
Knock Knock,32,3/28/2021,SoFaygo,MOVE_DOWN
Please Don't Go,33,3/28/2021,Mike Posner,MOVE_DOWN
Arcade,34,3/28/2021,Duncan Laurence,MOVE_UP
Slumber Party (feat. Princess Nokia),35,3/28/2021,Ashnikko,MOVE_UP
Kota,36,3/28/2021,Dere,MOVE_DOWN
"Chitti (From ""Jathi Ratnalu"")",37,3/28/2021,"Ram Miriyala, Radhan",MOVE_DOWN
CHICKEN TENDIES,38,3/28/2021,Clinton Kane,MOVE_UP
Peşimde,39,3/28/2021,Kerimcan Durmaz,NEW_ENTRY
Belum Siap Kehilangan,40,3/28/2021,Stevan Pasaribu,MOVE_DOWN
Baby Me Atende,41,3/28/2021,"Matheus Fernandes, Dilsinho",MOVE_UP
Flamenco y Bachata,42,3/28/2021,Daviles de Novelda,MOVE_UP
Latest Trends,43,3/28/2021,A1 x J1,MOVE_DOWN
Runaway,44,3/28/2021,AURORA,MOVE_UP
"Amarelo, azul e branco",45,3/28/2021,"ANAVITÓRIA, Rita Lee",MOVE_DOWN
Tu Aake Dekhle,46,3/28/2021,King,MOVE_UP
Wellerman - Sea Shanty,47,3/28/2021,Nathan Evans,MOVE_DOWN
Saturno,48,3/28/2021,"BIN, Mainstreet, Ajaxx",MOVE_DOWN
Tomboy,49,3/28/2021,Destiny Rogers,MOVE_DOWN
Commitment Issues,50,3/28/2021,Central Cee,MOVE_DOWN
Binibini,1,4/28/2021,Zack Tabudlo,SAME_POSITION
Perros Blancos Freestyle,2,4/28/2021,"Reckol, cakal",SAME_POSITION
After School,3,4/28/2021,Weeekly,SAME_POSITION
Tampa,4,4/28/2021,Cico P,SAME_POSITION
Krvn,5,4/28/2021,UZI,SAME_POSITION
Das ist alles von der Kunstfreiheit gedeckt,6,4/28/2021,Danger Dan,SAME_POSITION
Runaway,7,4/28/2021,AURORA,SAME_POSITION
Poblado,8,4/28/2021,"Crissin, Totoy El Frio, Natan & Shander",MOVE_UP
Yucky Blucky Fruitcake,9,4/28/2021,Iamdoechii,MOVE_DOWN
Nangangamba,10,4/28/2021,Zack Tabudlo,MOVE_DOWN
Barbar,11,4/28/2021,Kaan Boşnak,MOVE_UP
MONTERO (Call Me By Your Name),12,4/28/2021,Lil Nas X,MOVE_DOWN
Break it off,13,4/28/2021,PinkPantheress,MOVE_UP
Martılar,14,4/28/2021,EDIS,MOVE_DOWN
I Hear a Symphony,15,4/28/2021,Cody Fry,MOVE_UP
Deixa Eu Falar pra Você,16,4/28/2021,Josué Bom de Faixa,SAME_POSITION
deja vu,17,4/28/2021,Olivia Rodrigo,MOVE_UP
"Volta Bebê, Volta Neném",18,4/28/2021,"Dj Guuga, DJ Ivis",MOVE_UP
Umrumda Değil,19,4/28/2021,UZI,MOVE_DOWN
Rasputin,20,4/28/2021,"Majestic, Boney M.",SAME_POSITION
ghost town (voice memo),21,4/28/2021,Chloe George,SAME_POSITION
Tenang,22,4/28/2021,Yura Yunita,MOVE_UP
YKWIM?,23,4/28/2021,Yot Club,MOVE_DOWN
Iko Iko (My Bestie),24,4/28/2021,"Justin Wellington, Small Jam",SAME_POSITION
Marea (We’ve Lost Dancing),25,4/28/2021,"Fred again.., The Blessed Madonna",MOVE_UP
Botella Tras Botella,26,4/28/2021,Freddy Perez,SAME_POSITION
Vida Louca,27,4/28/2021,"Mc Poze do Rodo, Neo Beats, Mainstreet",MOVE_DOWN
Body,28,4/28/2021,"Russ Millions, Tion Wayne",SAME_POSITION
Sneaky Link,29,4/28/2021,"HXLLYWOOD, Glizzy G",MOVE_UP
Frans Duits,30,4/28/2021,"Donnie, Frans Duijts",MOVE_DOWN
Chivirika,31,4/28/2021,"El Villanord, Yailin la Mas Viral",MOVE_DOWN
Leave The Door Open,32,4/28/2021,"Bruno Mars, Anderson .Paak, Silk Sonic",MOVE_UP
Astronaut In The Ocean,33,4/28/2021,Our Last Night,SAME_POSITION
Linda Bela - Ao Vivo,34,4/28/2021,Elias Monkbel,MOVE_DOWN
FÖRSENT,35,4/28/2021,"1.Cuz, Greekazo, Yei Gonzalez",MOVE_UP
Friday - Dopamine Re-Edit,36,4/28/2021,"Riton, Nightcrawlers",MOVE_UP
Hari Bahhagia,37,4/28/2021,"Atta Halilintar, Aurelie Hermansyah",MOVE_DOWN
Baby Me Atende,38,4/28/2021,"Matheus Fernandes, Dilsinho",MOVE_UP
Like Water,39,4/28/2021,WENDY,MOVE_DOWN
Venom,40,4/28/2021,Little Simz,NEW_ENTRY
Disco Arranhado - Funk Remix,41,4/28/2021,"Malu, DJ Lucas Beat",SAME_POSITION
Peaches (feat. Daniel Caesar & Giveon),42,4/28/2021,Justin Bieber,SAME_POSITION
4 Da Gang (with Roddy Ricch),43,4/28/2021,42 Dugg,MOVE_UP
Fiel,44,4/28/2021,"Los Legendarios, Wisin, Jhay Cortez",MOVE_DOWN
Freaks,45,4/28/2021,Surf Curse,NEW_ENTRY
Prom Night,46,4/28/2021,Riovaz,MOVE_DOWN
Dua,47,4/28/2021,"Güneş, UZI",MOVE_DOWN
Tiroteo - Remix,48,4/28/2021,"Marc Seguí, Rauw Alejandro, Pol Granch",MOVE_DOWN
Espirra o Lança,49,4/28/2021,"Dj Serpinha, MC 2jhow",SAME_POSITION
Cloud 9,50,4/28/2021,Beach Bunny,MOVE_DOWN
Se Joga no Passinho,1,7/13/2021,"Brisa Star, Thiago Jhonathan (TJ)",SAME_POSITION
Chamo Teu Vulgo Malvadão,2,7/13/2021,"mc jhenny, DJ KOSTA 22",SAME_POSITION
Three Lions,3,7/13/2021,"Baddiel, Skinner & Lightning Seeds",SAME_POSITION
Beggin',4,7/13/2021,Måneskin,SAME_POSITION
I Used to Care,5,7/13/2021,Louyah,SAME_POSITION
My Potna Dem,6,7/13/2021,$ilkMoney,SAME_POSITION
Here's Your Perfect,7,7/13/2021,Jamie Miller,SAME_POSITION
MT - AI CALICA QUER DA PROS AMIGO DA BOCA,8,7/13/2021,"Dj JT Da Serra, Mc Cyclope",SAME_POSITION
Meu Pedaço de Pecado,9,7/13/2021,João Gomes,SAME_POSITION
As the World Caves In,10,7/13/2021,Sarah Cothran,SAME_POSITION
Bezos I,11,7/13/2021,Bo Burnham,SAME_POSITION
Volta Rapariga,12,7/13/2021,Vitinho Imperador,MOVE_UP
Tiroteo - Remix,13,7/13/2021,"Marc Seguí, Rauw Alejandro, Pol Granch",MOVE_UP
Vindaloo,14,7/13/2021,Fat Les,MOVE_DOWN
I WANNA BE YOUR SLAVE,15,7/13/2021,Måneskin,SAME_POSITION
Running Away,16,7/13/2021,"VANO 3000, BADBADNOTGOOD, Samuel T. Herring",SAME_POSITION
double take,17,7/13/2021,dhruv,SAME_POSITION
rises the moon,18,7/13/2021,Liana Flores,SAME_POSITION
Bom Dia / A Tropa do Serrão Te Chamou pra Piscina,19,7/13/2021,"Dj Scar, Dj Menor Da 2, Mc Jajau",SAME_POSITION
in heat.,20,7/13/2021,Hentai Xander,MOVE_UP
All Eyes On Me,21,7/13/2021,Bo Burnham,MOVE_DOWN
Mónaco,22,7/13/2021,"LAGOS, Danny Ocean",MOVE_DOWN
Fancy Like,23,7/13/2021,Walker Hayes,MOVE_UP
Welcome to the Internet,24,7/13/2021,Bo Burnham,MOVE_UP
everything sucks,25,7/13/2021,vaultboy,MOVE_UP
Müslüm,26,7/13/2021,Hayat,MOVE_DOWN
Shit,27,7/13/2021,Bo Burnham,SAME_POSITION
Not Around,28,7/13/2021,Nova,NEW_ENTRY
Kiss cam (podryw roku),29,7/13/2021,Mata,MOVE_DOWN
Love Tonight - Edit,30,7/13/2021,Shouse,MOVE_UP
Dinero,31,7/13/2021,Trinidad Cardona,MOVE_DOWN
Aquelas Coisas,32,7/13/2021,João Gomes,MOVE_DOWN
Eu Rebolo Sim,33,7/13/2021,Mc Branquinha,MOVE_DOWN
Spaceship,34,7/13/2021,Parti Carti,MOVE_DOWN
Menina Se Prepara,35,7/13/2021,"Mc Pepeu, DJ Swat",MOVE_UP
"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",36,7/13/2021,BANDIDO,MOVE_DOWN
Alívio,37,7/13/2021,Jessé Aguiar,SAME_POSITION
"Não, Não Vou",38,7/13/2021,Mari Fernandez,MOVE_DOWN
Three Lions '98,39,7/13/2021,"Baddiel, Skinner & Lightning Seeds",SAME_POSITION
FEVER,40,7/13/2021,ENHYPEN,MOVE_UP
flowers & sex,41,7/13/2021,"EMELINE, smle",MOVE_DOWN
Reckless,42,7/13/2021,Madison Beer,MOVE_DOWN
Pain,43,7/13/2021,PinkPantheress,MOVE_DOWN
Bongo Cha Cha Cha,44,7/13/2021,Goodboys,SAME_POSITION
Se For Amor,45,7/13/2021,"João Gomes, Vitor Fernandes",MOVE_UP
Little Girls - From the Annie (2014) Original Movie Soundtrack,46,7/13/2021,Cameron Diaz,MOVE_DOWN
MI FAI IMPAZZIRE,47,7/13/2021,"BLANCO, Sfera Ebbasta",MOVE_DOWN
NUMB,48,7/13/2021,Chri$tian Gate$,MOVE_DOWN
It's You,49,7/13/2021,Sezairi,MOVE_DOWN
Know Me Too Well (with Danna Paola),50,7/13/2021,New Hope Club,MOVE_DOWN
Meu Pedaço de Pecado,1,6/26/2021,João Gomes,SAME_POSITION
"Não, Não Vou",2,6/26/2021,Mari Fernandez,SAME_POSITION
Beggin',3,6/26/2021,Måneskin,SAME_POSITION
everything sucks,4,6/26/2021,vaultboy,SAME_POSITION
Here's Your Perfect,5,6/26/2021,Jamie Miller,SAME_POSITION
I WANNA BE YOUR SLAVE,6,6/26/2021,Måneskin,SAME_POSITION
Shake It,7,6/26/2021,INNDRIVE,SAME_POSITION
Eu Rebolo Sim,8,6/26/2021,Mc Branquinha,SAME_POSITION
Dinero,9,6/26/2021,Trinidad Cardona,SAME_POSITION
Paty Trem Barbie,10,6/26/2021,"MC Magrella, Dj Anderson do Paraiso",SAME_POSITION
Alívio,11,6/26/2021,Jessé Aguiar,SAME_POSITION
Bongo Cha Cha Cha,12,6/26/2021,Goodboys,SAME_POSITION
Just The Two of Us,13,6/26/2021,"Kauai45, Sweet Cocoa",SAME_POSITION
double take,14,6/26/2021,dhruv,MOVE_UP
Hello,15,6/26/2021,JOY,MOVE_DOWN
Know Me Too Well (with Danna Paola),16,6/26/2021,New Hope Club,MOVE_DOWN
Todo De Ti,17,6/26/2021,Rauw Alejandro,MOVE_UP
seaside_demo,18,6/26/2021,SEB,MOVE_DOWN
happier,19,6/26/2021,Olivia Rodrigo,SAME_POSITION
0X1=LOVESONG (I Know I Love You) feat. Seori,20,6/26/2021,TOMORROW X TOGETHER,SAME_POSITION
It's You,21,6/26/2021,Sezairi,MOVE_UP
PHONKY TOWN,22,6/26/2021,PlayaPhonk,MOVE_DOWN
Anti-Romantic,23,6/26/2021,TOMORROW X TOGETHER,MOVE_DOWN
t r a n s p a r e n t s o u l feat. Travis Barker,24,6/26/2021,WILLOW,MOVE_UP
Heroine,25,6/26/2021,Dutch Disorder,NEW_ENTRY
Ramenez la coupe à la maison,26,6/26/2021,Vegedream,MOVE_DOWN
good 4 u,27,6/26/2021,Olivia Rodrigo,MOVE_DOWN
Ikaw Lang,28,6/26/2021,NOBITA,SAME_POSITION
Bittersweet (feat. LeeHi),29,6/26/2021,"WONWOO, MINGYU",MOVE_DOWN
Watermelon Sugar X Seaside,30,6/26/2021,Vazer,SAME_POSITION
Pain,31,6/26/2021,PinkPantheress,MOVE_UP
Paraluman,32,6/26/2021,Adie,SAME_POSITION
spy?,33,6/26/2021,WHOKILLEDXIX,MOVE_DOWN
Bundles (feat. Taylor Girlz),34,6/26/2021,Kayla Nicole,MOVE_DOWN
Catucada Profunda,35,6/26/2021,"MC Igão, Dj Gui Marques, DJ TAK VADIÃO",MOVE_DOWN
Love Tonight - Edit,36,6/26/2021,Shouse,SAME_POSITION
Build a Bitch,37,6/26/2021,Bella Poarch,MOVE_DOWN
Into The Thick Of It!,38,6/26/2021,The Backyardigans,MOVE_DOWN
Tiroteo - Remix,39,6/26/2021,"Marc Seguí, Rauw Alejandro, Pol Granch",MOVE_UP
ZITTI E BUONI,40,6/26/2021,Måneskin,MOVE_DOWN
Tell Em,41,6/26/2021,"Cochise, $NOT",MOVE_DOWN
Gordon R Freestyle,42,6/26/2021,Remble,MOVE_DOWN
traitor,43,6/26/2021,Olivia Rodrigo,SAME_POSITION
FEVER,44,6/26/2021,ENHYPEN,MOVE_UP
Next Level,45,6/26/2021,aespa,SAME_POSITION
Plutão,46,6/26/2021,VMZ,MOVE_DOWN
#BrooklynBloodPop!,47,6/26/2021,SyKo,MOVE_DOWN
MAPA,48,6/26/2021,SB19,NEW_ENTRY
Butter,49,6/26/2021,BTS,MOVE_DOWN
CORALINE,50,6/26/2021,Måneskin,SAME_POSITION
SHUM,1,5/26/2021,Go_A,SAME_POSITION
Castaways,2,5/26/2021,The Backyardigans,SAME_POSITION
ZITTI E BUONI,3,5/26/2021,Måneskin,SAME_POSITION
PHONKY TOWN,4,5/26/2021,PlayaPhonk,SAME_POSITION
Dark Side,5,5/26/2021,Blind Channel,SAME_POSITION
Tout l'univers,6,5/26/2021,Gjon's Tears,SAME_POSITION
Voilà,7,5/26/2021,Barbara Pravi,SAME_POSITION
I WANNA BE YOUR SLAVE,8,5/26/2021,Måneskin,MOVE_UP
Dick (feat. Doja Cat),9,5/26/2021,StarBoi3,SAME_POSITION
Mata Hari,10,5/26/2021,Efendi,MOVE_DOWN
Fine Apple,11,5/26/2021,Nic D,NEW_ENTRY
Discoteque,12,5/26/2021,THE ROOP,MOVE_DOWN
El Diablo,13,5/26/2021,Elena Tsagrinou,MOVE_DOWN
Je me casse,14,5/26/2021,Destiny,MOVE_DOWN
#BrooklynBloodPop!,15,5/26/2021,SyKo,MOVE_DOWN
Love Is On My Side,16,5/26/2021,The Black Mamba,MOVE_DOWN
I Don't Feel Hate,17,5/26/2021,Jendrik,MOVE_DOWN
keepyousafe,18,5/26/2021,Yahya,MOVE_DOWN
10 Years,19,5/26/2021,Daði Freyr,SAME_POSITION
"Body (Remix)",20,5/26/2021,"Tion Wayne, Russ Millions",MOVE_DOWN
RUSSIAN WOMAN,21,5/26/2021,Manizha,MOVE_DOWN
Poblado,22,5/26/2021,"Crissin, Totoy El Frio, Natan & Shander",MOVE_DOWN
Embers,23,5/26/2021,James Newman,MOVE_UP
Paraluman,24,5/26/2021,Adie,MOVE_DOWN
FEVER,25,5/26/2021,ENHYPEN,MOVE_DOWN
CORALINE,26,5/26/2021,Måneskin,MOVE_UP
deja vu,27,5/26/2021,Olivia Rodrigo,MOVE_DOWN
double take,28,5/26/2021,dhruv,MOVE_DOWN
Don't (feat. RM),29,5/26/2021,eAeon,MOVE_DOWN
Set Me Free,30,5/26/2021,Eden Alene,MOVE_DOWN
Fallen Angel,31,5/26/2021,TIX,MOVE_DOWN
Last Dance,32,5/26/2021,Stefania,MOVE_DOWN
Freaks,33,5/26/2021,Surf Curse,MOVE_UP
Ain't Met Us Yet,34,5/26/2021,Matt Cooper,MOVE_DOWN
Torna a casa,35,5/26/2021,Måneskin,NEW_ENTRY
Tampa,36,5/26/2021,Cico P,MOVE_DOWN
Drunk-Dazed,37,5/26/2021,ENHYPEN,MOVE_DOWN
growing up is getting old - Eurovision Version,38,5/26/2021,VICTORIA,MOVE_DOWN
t r a n s p a r e n t s o u l feat. Travis Barker,39,5/26/2021,WILLOW,MOVE_DOWN
Love Tonight - Edit,40,5/26/2021,Shouse,MOVE_UP
Sugar,41,5/26/2021,Natalia Gordienko,MOVE_UP
Voices,42,5/26/2021,Tusse,MOVE_DOWN
Kiss Me More (feat. SZA),43,5/26/2021,Doja Cat,MOVE_DOWN
Adrenalina,44,5/26/2021,"Senhit, Flo Rida",MOVE_DOWN
Beggin',45,5/26/2021,Måneskin,NEW_ENTRY
Bipolar,46,5/26/2021,"Mc Davi, Mc Pedrinho, Mc Don Juan",MOVE_DOWN
Venom,47,5/26/2021,Little Simz,MOVE_DOWN
Botella Tras Botella,48,5/26/2021,"Gera MX, Christian Nodal",MOVE_DOWN
ASAP,49,5/26/2021,STAYC,MOVE_DOWN
Fairytale,50,5/26/2021,Alexander Rybak,NEW_ENTRY
Krvn,5,4/29/2021,UZI,SAME_POSITION
Das ist alles von der Kunstfreiheit gedeckt,6,4/29/2021,Danger Dan,SAME_POSITION
Poblado,7,4/29/2021,"Crissin, Totoy El Frio, Natan & Shander",MOVE_UP
Runaway,8,4/29/2021,AURORA,MOVE_DOWN
Yucky Blucky Fruitcake,9,4/29/2021,Iamdoechii,SAME_POSITION
Nangangamba,10,4/29/2021,Zack Tabudlo,SAME_POSITION
Barbar,11,4/29/2021,Kaan Boşnak,SAME_POSITION
MONTERO (Call Me By Your Name),12,4/29/2021,Lil Nas X,SAME_POSITION
Break it off,13,4/29/2021,PinkPantheress,SAME_POSITION
Martılar,14,4/29/2021,EDIS,SAME_POSITION
I Hear a Symphony,15,4/29/2021,Cody Fry,SAME_POSITION
"Volta Bebê, Volta Neném",16,4/29/2021,"Dj Guuga, DJ Ivis",MOVE_UP
deja vu,17,4/29/2021,Olivia Rodrigo,SAME_POSITION
Deixa Eu Falar pra Você,18,4/29/2021,Josué Bom de Faixa,MOVE_DOWN
Umrumda Değil,19,4/29/2021,UZI,SAME_POSITION
Rasputin,20,4/29/2021,"Majestic, Boney M.",SAME_POSITION
Tenang,21,4/29/2021,Yura Yunita,MOVE_UP
ghost town (voice memo),22,4/29/2021,Chloe George,MOVE_DOWN
YKWIM?,23,4/29/2021,Yot Club,SAME_POSITION
Iko Iko (My Bestie),24,4/29/2021,"Justin Wellington, Small Jam",SAME_POSITION
Marea (We’ve Lost Dancing),25,4/29/2021,"Fred again.., The Blessed Madonna",SAME_POSITION
Body,26,4/29/2021,"Russ Millions, Tion Wayne",MOVE_UP
Vida Louca,27,4/29/2021,"Mc Poze do Rodo, Neo Beats, Mainstreet",SAME_POSITION
Botella Tras Botella,28,4/29/2021,Freddy Perez,MOVE_DOWN
Sneaky Link,29,4/29/2021,"HXLLYWOOD, Glizzy G",SAME_POSITION
Frans Duits,30,4/29/2021,"Donnie, Frans Duijts",SAME_POSITION
Venom,31,4/29/2021,Little Simz,MOVE_UP
Chivirika,32,4/29/2021,"El Villanord, Yailin la Mas Viral",MOVE_DOWN
Leave The Door Open,33,4/29/2021,"Bruno Mars, Anderson .Paak, Silk Sonic",MOVE_DOWN
Linda Bela - Ao Vivo,34,4/29/2021,Elias Monkbel,SAME_POSITION
Astronaut In The Ocean,35,4/29/2021,Our Last Night,MOVE_DOWN
FÖRSENT,36,4/29/2021,"1.Cuz, Greekazo, Yei Gonzalez",MOVE_DOWN
Friday - Dopamine Re-Edit,37,4/29/2021,"Riton, Nightcrawlers",MOVE_DOWN
4 Da Gang (with Roddy Ricch),38,4/29/2021,42 Dugg,MOVE_UP
Freaks,39,4/29/2021,Surf Curse,MOVE_UP
Baby Me Atende,40,4/29/2021,"Matheus Fernandes, Dilsinho",MOVE_DOWN
Disco Arranhado - Funk Remix,41,4/29/2021,"Malu, DJ Lucas Beat",SAME_POSITION
Hari Bahhagia,42,4/29/2021,"Atta Halilintar, Aurelie Hermansyah",MOVE_DOWN
Like Water,43,4/29/2021,WENDY,MOVE_DOWN
Fiel,44,4/29/2021,"Los Legendarios, Wisin, Jhay Cortez",SAME_POSITION
Peaches (feat. Daniel Caesar & Giveon),45,4/29/2021,Justin Bieber,MOVE_DOWN
